"Icon","Density","ExpectedPx","Path","Status","Width","Height","Bytes"
"ic_settings","xxhdpi","72","D:\RanD_Project_2025\Project_ChiKiPay_2025\ChiKiPay_Farsi_V6\app\src\main\res\drawable-xxhdpi\ic_settings.webp","OK","72","72","230"
"ic_settings","xxxhdpi","96","D:\RanD_Project_2025\Project_ChiKiPay_2025\ChiKiPay_Farsi_V6\app\src\main\res\drawable-xxxhdpi\ic_settings.webp","OK","96","96","294"
"ic_share","hdpi","36","D:\RanD_Project_2025\Project_ChiKiPay_2025\ChiKiPay_Farsi_V6\app\src\main\res\drawable-hdpi\ic_share.webp","OK","36","36","140"
"ic_share","mdpi","24","D:\RanD_Project_2025\Project_ChiKiPay_2025\ChiKiPay_Farsi_V6\app\src\main\res\drawable-mdpi\ic_share.webp","OK","24","24","116"
"ic_share","xhdpi","48","D:\RanD_Project_2025\Project_ChiKiPay_2025\ChiKiPay_Farsi_V6\app\src\main\res\drawable-xhdpi\ic_share.webp","OK","48","48","160"
"ic_share","xxhdpi","72","D:\RanD_Project_2025\Project_ChiKiPay_2025\ChiKiPay_Farsi_V6\app\src\main\res\drawable-xxhdpi\ic_share.webp","OK","72","72","218"
"ic_share","xxxhdpi","96","D:\RanD_Project_2025\Project_ChiKiPay_2025\ChiKiPay_Farsi_V6\app\src\main\res\drawable-xxxhdpi\ic_share.webp","OK","96","96","280"
"ic_shield","hdpi","36","D:\RanD_Project_2025\Project_ChiKiPay_2025\ChiKiPay_Farsi_V6\app\src\main\res\drawable-hdpi\ic_shield.webp","OK","36","36","172"
"ic_shield","mdpi","24","D:\RanD_Project_2025\Project_ChiKiPay_2025\ChiKiPay_Farsi_V6\app\src\main\res\drawable-mdpi\ic_shield.webp","OK","24","24","114"
"ic_shield","xhdpi","48","D:\RanD_Project_2025\Project_ChiKiPay_2025\ChiKiPay_Farsi_V6\app\src\main\res\drawable-xhdpi\ic_shield.webp","OK","48","48","208"
"ic_shield","xxhdpi","72","D:\RanD_Project_2025\Project_ChiKiPay_2025\ChiKiPay_Farsi_V6\app\src\main\res\drawable-xxhdpi\ic_shield.webp","OK","72","72","300"
"ic_shield","xxxhdpi","96","D:\RanD_Project_2025\Project_ChiKiPay_2025\ChiKiPay_Farsi_V6\app\src\main\res\drawable-xxxhdpi\ic_shield.webp","OK","96","96","380"
"ic_star","hdpi","36","D:\RanD_Project_2025\Project_ChiKiPay_2025\ChiKiPay_Farsi_V6\app\src\main\res\drawable-hdpi\ic_star.webp","OK","36","36","166"
"ic_star","mdpi","24","D:\RanD_Project_2025\Project_ChiKiPay_2025\ChiKiPay_Farsi_V6\app\src\main\res\drawable-mdpi\ic_star.webp","OK","24","24","120"
"ic_star","xhdpi","48","D:\RanD_Project_2025\Project_ChiKiPay_2025\ChiKiPay_Farsi_V6\app\src\main\res\drawable-xhdpi\ic_star.webp","OK","48","48","202"
"ic_star","xxhdpi","72","D:\RanD_Project_2025\Project_ChiKiPay_2025\ChiKiPay_Farsi_V6\app\src\main\res\drawable-xxhdpi\ic_star.webp","OK","72","72","280"
"ic_star","xxxhdpi","96","D:\RanD_Project_2025\Project_ChiKiPay_2025\ChiKiPay_Farsi_V6\app\src\main\res\drawable-xxxhdpi\ic_star.webp","OK","96","96","366"
"ic_stop","hdpi","36","D:\RanD_Project_2025\Project_ChiKiPay_2025\ChiKiPay_Farsi_V6\app\src\main\res\drawable-hdpi\ic_stop.webp","OK","36","36","110"
"ic_stop","mdpi","24","D:\RanD_Project_2025\Project_ChiKiPay_2025\ChiKiPay_Farsi_V6\app\src\main\res\drawable-mdpi\ic_stop.webp","OK","24","24","90"
"ic_stop","xhdpi","48","D:\RanD_Project_2025\Project_ChiKiPay_2025\ChiKiPay_Farsi_V6\app\src\main\res\drawable-xhdpi\ic_stop.webp","OK","48","48","124"
"ic_stop","xxhdpi","72","D:\RanD_Project_2025\Project_ChiKiPay_2025\ChiKiPay_Farsi_V6\app\src\main\res\drawable-xxhdpi\ic_stop.webp","OK","72","72","160"
"ic_stop","xxxhdpi","96","D:\RanD_Project_2025\Project_ChiKiPay_2025\ChiKiPay_Farsi_V6\app\src\main\res\drawable-xxxhdpi\ic_stop.webp","OK","96","96","194"
"ic_tag","hdpi","36","D:\RanD_Project_2025\Project_ChiKiPay_2025\ChiKiPay_Farsi_V6\app\src\main\res\drawable-hdpi\ic_tag.webp","OK","36","36","140"
"ic_tag","mdpi","24","D:\RanD_Project_2025\Project_ChiKiPay_2025\ChiKiPay_Farsi_V6\app\src\main\res\drawable-mdpi\ic_tag.webp","OK","24","24","110"
"ic_tag","xhdpi","48","D:\RanD_Project_2025\Project_ChiKiPay_2025\ChiKiPay_Farsi_V6\app\src\main\res\drawable-xhdpi\ic_tag.webp","OK","48","48","182"
"ic_tag","xxhdpi","72","D:\RanD_Project_2025\Project_ChiKiPay_2025\ChiKiPay_Farsi_V6\app\src\main\res\drawable-xxhdpi\ic_tag.webp","OK","72","72","244"
"ic_tag","xxxhdpi","96","D:\RanD_Project_2025\Project_ChiKiPay_2025\ChiKiPay_Farsi_V6\app\src\main\res\drawable-xxxhdpi\ic_tag.webp","OK","96","96","320"
"ic_ticket","hdpi","36","D:\RanD_Project_2025\Project_ChiKiPay_2025\ChiKiPay_Farsi_V6\app\src\main\res\drawable-hdpi\ic_ticket.webp","OK","36","36","128"
"ic_ticket","mdpi","24","D:\RanD_Project_2025\Project_ChiKiPay_2025\ChiKiPay_Farsi_V6\app\src\main\res\drawable-mdpi\ic_ticket.webp","OK","24","24","106"
"ic_ticket","xhdpi","48","D:\RanD_Project_2025\Project_ChiKiPay_2025\ChiKiPay_Farsi_V6\app\src\main\res\drawable-xhdpi\ic_ticket.webp","OK","48","48","156"
"ic_ticket","xxhdpi","72","D:\RanD_Project_2025\Project_ChiKiPay_2025\ChiKiPay_Farsi_V6\app\src\main\res\drawable-xxhdpi\ic_ticket.webp","OK","72","72","200"
"ic_ticket","xxxhdpi","96","D:\RanD_Project_2025\Project_ChiKiPay_2025\ChiKiPay_Farsi_V6\app\src\main\res\drawable-xxxhdpi\ic_ticket.webp","OK","96","96","246"
"ic_toggle_off","hdpi","36","D:\RanD_Project_2025\Project_ChiKiPay_2025\ChiKiPay_Farsi_V6\app\src\main\res\drawable-hdpi\ic_toggle_off.webp","OK","36","36","136"
"ic_toggle_off","mdpi","24","D:\RanD_Project_2025\Project_ChiKiPay_2025\ChiKiPay_Farsi_V6\app\src\main\res\drawable-mdpi\ic_toggle_off.webp","OK","24","24","102"
"ic_toggle_off","xhdpi","48","D:\RanD_Project_2025\Project_ChiKiPay_2025\ChiKiPay_Farsi_V6\app\src\main\res\drawable-xhdpi\ic_toggle_off.webp","OK","48","48","152"
"ic_toggle_off","xxhdpi","72","D:\RanD_Project_2025\Project_ChiKiPay_2025\ChiKiPay_Farsi_V6\app\src\main\res\drawable-xxhdpi\ic_toggle_off.webp","OK","72","72","198"
"ic_toggle_off","xxxhdpi","96","D:\RanD_Project_2025\Project_ChiKiPay_2025\ChiKiPay_Farsi_V6\app\src\main\res\drawable-xxxhdpi\ic_toggle_off.webp","OK","96","96","238"
"ic_toggle_on","hdpi","36","D:\RanD_Project_2025\Project_ChiKiPay_2025\ChiKiPay_Farsi_V6\app\src\main\res\drawable-hdpi\ic_toggle_on.webp","OK","36","36","136"
"ic_toggle_on","mdpi","24","D:\RanD_Project_2025\Project_ChiKiPay_2025\ChiKiPay_Farsi_V6\app\src\main\res\drawable-mdpi\ic_toggle_on.webp","OK","24","24","102"
"ic_toggle_on","xhdpi","48","D:\RanD_Project_2025\Project_ChiKiPay_2025\ChiKiPay_Farsi_V6\app\src\main\res\drawable-xhdpi\ic_toggle_on.webp","OK","48","48","152"
"ic_toggle_on","xxhdpi","72","D:\RanD_Project_2025\Project_ChiKiPay_2025\ChiKiPay_Farsi_V6\app\src\main\res\drawable-xxhdpi\ic_toggle_on.webp","OK","72","72","198"
"ic_toggle_on","xxxhdpi","96","D:\RanD_Project_2025\Project_ChiKiPay_2025\ChiKiPay_Farsi_V6\app\src\main\res\drawable-xxxhdpi\ic_toggle_on.webp","OK","96","96","240"
"ic_trash","hdpi","36","D:\RanD_Project_2025\Project_ChiKiPay_2025\ChiKiPay_Farsi_V6\app\src\main\res\drawable-hdpi\ic_trash.webp","OK","36","36","118"
"ic_trash","mdpi","24","D:\RanD_Project_2025\Project_ChiKiPay_2025\ChiKiPay_Farsi_V6\app\src\main\res\drawable-mdpi\ic_trash.webp","OK","24","24","100"
"ic_trash","xhdpi","48","D:\RanD_Project_2025\Project_ChiKiPay_2025\ChiKiPay_Farsi_V6\app\src\main\res\drawable-xhdpi\ic_trash.webp","OK","48","48","132"
"ic_trash","xxhdpi","72","D:\RanD_Project_2025\Project_ChiKiPay_2025\ChiKiPay_Farsi_V6\app\src\main\res\drawable-xxhdpi\ic_trash.webp","OK","72","72","160"
"ic_trash","xxxhdpi","96","D:\RanD_Project_2025\Project_ChiKiPay_2025\ChiKiPay_Farsi_V6\app\src\main\res\drawable-xxxhdpi\ic_trash.webp","OK","96","96","196"
"ic_upload","hdpi","36","D:\RanD_Project_2025\Project_ChiKiPay_2025\ChiKiPay_Farsi_V6\app\src\main\res\drawable-hdpi\ic_upload.webp","OK","36","36","146"
"ic_upload","mdpi","24","D:\RanD_Project_2025\Project_ChiKiPay_2025\ChiKiPay_Farsi_V6\app\src\main\res\drawable-mdpi\ic_upload.webp","OK","24","24","112"
"ic_upload","xhdpi","48","D:\RanD_Project_2025\Project_ChiKiPay_2025\ChiKiPay_Farsi_V6\app\src\main\res\drawable-xhdpi\ic_upload.webp","OK","48","48","182"
"ic_upload","xxhdpi","72","D:\RanD_Project_2025\Project_ChiKiPay_2025\ChiKiPay_Farsi_V6\app\src\main\res\drawable-xxhdpi\ic_upload.webp","OK","72","72","240"
"ic_upload","xxxhdpi","96","D:\RanD_Project_2025\Project_ChiKiPay_2025\ChiKiPay_Farsi_V6\app\src\main\res\drawable-xxxhdpi\ic_upload.webp","OK","96","96","300"
"ic_user","hdpi","36","D:\RanD_Project_2025\Project_ChiKiPay_2025\ChiKiPay_Farsi_V6\app\src\main\res\drawable-hdpi\ic_user.webp","OK","36","36","154"
"ic_user","mdpi","24","D:\RanD_Project_2025\Project_ChiKiPay_2025\ChiKiPay_Farsi_V6\app\src\main\res\drawable-mdpi\ic_user.webp","OK","24","24","112"
"ic_user","xhdpi","48","D:\RanD_Project_2025\Project_ChiKiPay_2025\ChiKiPay_Farsi_V6\app\src\main\res\drawable-xhdpi\ic_user.webp","OK","48","48","180"
"ic_user","xxhdpi","72","D:\RanD_Project_2025\Project_ChiKiPay_2025\ChiKiPay_Farsi_V6\app\src\main\res\drawable-xxhdpi\ic_user.webp","OK","72","72","244"
"ic_user","xxxhdpi","96","D:\RanD_Project_2025\Project_ChiKiPay_2025\ChiKiPay_Farsi_V6\app\src\main\res\drawable-xxxhdpi\ic_user.webp","OK","96","96","304"
"ic_warning","hdpi","36","D:\RanD_Project_2025\Project_ChiKiPay_2025\ChiKiPay_Farsi_V6\app\src\main\res\drawable-hdpi\ic_warning.webp","OK","36","36","170"
"ic_warning","mdpi","24","D:\RanD_Project_2025\Project_ChiKiPay_2025\ChiKiPay_Farsi_V6\app\src\main\res\drawable-mdpi\ic_warning.webp","OK","24","24","124"
"ic_warning","xhdpi","48","D:\RanD_Project_2025\Project_ChiKiPay_2025\ChiKiPay_Farsi_V6\app\src\main\res\drawable-xhdpi\ic_warning.webp","OK","48","48","184"
"ic_warning","xxhdpi","72","D:\RanD_Project_2025\Project_ChiKiPay_2025\ChiKiPay_Farsi_V6\app\src\main\res\drawable-xxhdpi\ic_warning.webp","OK","72","72","274"
"ic_warning","xxxhdpi","96","D:\RanD_Project_2025\Project_ChiKiPay_2025\ChiKiPay_Farsi_V6\app\src\main\res\drawable-xxxhdpi\ic_warning.webp","OK","96","96","346"
"ic_wifi","hdpi","36","D:\RanD_Project_2025\Project_ChiKiPay_2025\ChiKiPay_Farsi_V6\app\src\main\res\drawable-hdpi\ic_wifi.webp","OK","36","36","176"
"ic_wifi","mdpi","24","D:\RanD_Project_2025\Project_ChiKiPay_2025\ChiKiPay_Farsi_V6\app\src\main\res\drawable-mdpi\ic_wifi.webp","OK","24","24","126"
"ic_wifi","xhdpi","48","D:\RanD_Project_2025\Project_ChiKiPay_2025\ChiKiPay_Farsi_V6\app\src\main\res\drawable-xhdpi\ic_wifi.webp","OK","48","48","232"
"ic_wifi","xxhdpi","72","D:\RanD_Project_2025\Project_ChiKiPay_2025\ChiKiPay_Farsi_V6\app\src\main\res\drawable-xxhdpi\ic_wifi.webp","OK","72","72","352"
"ic_wifi","xxxhdpi","96","D:\RanD_Project_2025\Project_ChiKiPay_2025\ChiKiPay_Farsi_V6\app\src\main\res\drawable-xxxhdpi\ic_wifi.webp","OK","96","96","450"
"ic_x_circle","hdpi","36","D:\RanD_Project_2025\Project_ChiKiPay_2025\ChiKiPay_Farsi_V6\app\src\main\res\drawable-hdpi\ic_x_circle.webp","OK","36","36","178"
"ic_x_circle","mdpi","24","D:\RanD_Project_2025\Project_ChiKiPay_2025\ChiKiPay_Farsi_V6\app\src\main\res\drawable-mdpi\ic_x_circle.webp","OK","24","24","130"
"ic_x_circle","xhdpi","48","D:\RanD_Project_2025\Project_ChiKiPay_2025\ChiKiPay_Farsi_V6\app\src\main\res\drawable-xhdpi\ic_x_circle.webp","OK","48","48","210"
"ic_x_circle","xxhdpi","72","D:\RanD_Project_2025\Project_ChiKiPay_2025\ChiKiPay_Farsi_V6\app\src\main\res\drawable-xxhdpi\ic_x_circle.webp","OK","72","72","294"
"ic_x_circle","xxxhdpi","96","D:\RanD_Project_2025\Project_ChiKiPay_2025\ChiKiPay_Farsi_V6\app\src\main\res\drawable-xxxhdpi\ic_x_circle.webp","OK","96","96","396"

